,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,playlist,genre,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,danceability_original,energy_original,loudness_original,speechiness_original,acousticness_original,instrumentalness_original,liveness_original,valence_original,tempo_original,duration_ms_original,time_signature_original
78,0.664312873,0.5196481039999999,0.855428271,1,0.0029411759999999998,0.190761053,1.48e-06,0.102938112,0.8525539759999999,0.33454323199999997,audio_features,3m2MHUE27IFgZXLhWnuS8f,spotify:track:3m2MHUE27IFgZXLhWnuS8f,https://api.spotify.com/v1/tracks/3m2MHUE27IFgZXLhWnuS8f,https://api.spotify.com/v1/audio-analysis/3m2MHUE27IFgZXLhWnuS8f,0.079115511,0.75,Fever On The Bayou: Rodney Crowell ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,0,1,0,0.6709999999999999,0.517,-8.058,0.0251,0.19,1.45e-06,0.12,0.83,105.189,236973,4
80,0.571971754,0.9013113509999999,0.931602733,1,0.014005601999999999,0.000424238,9.340000000000001e-05,0.08835174,0.7640863609999999,0.384505661,audio_features,6JX6DkfUHnnVvMonwQP6Z1,spotify:track:6JX6DkfUHnnVvMonwQP6Z1,https://api.spotify.com/v1/tracks/6JX6DkfUHnnVvMonwQP6Z1,https://api.spotify.com/v1/audio-analysis/6JX6DkfUHnnVvMonwQP6Z1,0.09187794,0.75,Second Hand Heart: Dwight Yoakam ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,1,0,0,0,0,0.586,0.8959999999999999,-4.434,0.033,0.000425,9.17e-05,0.106,0.746,113.035,259520,4
82,0.47745790299999996,0.840889729,0.9292695740000001,1,0.033333333,0.08031901400000001,1.5e-06,0.23213169399999997,0.893628225,0.658235586,audio_features,1lhBlQHTd3Rn8Ct7nz8aeN,spotify:track:1lhBlQHTd3Rn8Ct7nz8aeN,https://api.spotify.com/v1/tracks/1lhBlQHTd3Rn8Ct7nz8aeN,https://api.spotify.com/v1/audio-analysis/1lhBlQHTd3Rn8Ct7nz8aeN,0.05641178,0.75,Nothin' to Do but Drink: Adam Sanders ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,1,0,0,0,0,0,0,0,0.499,0.836,-4.545,0.0468,0.08,1.47e-06,0.244,0.8690000000000001,156.02100000000002,196863,4
84,0.372080391,0.6404913489999999,0.92792433,1,0.010644258,0.5722881,1.75e-05,0.162325484,0.33228014699999997,0.13380201,audio_features,5aIPwyYKzd3RyPvhwloeoZ,spotify:track:5aIPwyYKzd3RyPvhwloeoZ,https://api.spotify.com/v1/tracks/5aIPwyYKzd3RyPvhwloeoZ,https://api.spotify.com/v1/audio-analysis/5aIPwyYKzd3RyPvhwloeoZ,0.06332705,0.75,Quarterback: Kira Isabella ,Top 100 Country Tracks on Spotify,Country,0,0,1,0,0,0,0,0,0,0,0,0,0.402,0.637,-4.609,0.0306,0.57,1.7199999999999998e-05,0.177,0.336,73.665,209080,4
86,0.540467137,0.50756378,0.8722438259999999,1,0.008123249,0.079817004,5.3e-06,0.094603042,0.40600316,0.607731887,audio_features,2Fl7CCFIkhkZPaT1fupbGd,spotify:track:2Fl7CCFIkhkZPaT1fupbGd,https://api.spotify.com/v1/tracks/2Fl7CCFIkhkZPaT1fupbGd,https://api.spotify.com/v1/audio-analysis/2Fl7CCFIkhkZPaT1fupbGd,0.064655538,0.75,Baby Don't Cry: Curtis Grimes ,Top 100 Country Tracks on Spotify,Country,0,1,0,0,0,0,0,0,0,0,0,0,0.557,0.505,-7.257999999999999,0.0288,0.0795,5.2e-06,0.11199999999999999,0.406,148.09,211427,4
88,0.39380771299999995,0.905339459,0.94490804,1,0.051680672000000004,0.14457620000000002,0.0,0.39883309,0.7640863609999999,0.7467364590000001,audio_features,5V2DfqfuGQrNKYrF6jIDh6,spotify:track:5V2DfqfuGQrNKYrF6jIDh6,https://api.spotify.com/v1/tracks/5V2DfqfuGQrNKYrF6jIDh6,https://api.spotify.com/v1/audio-analysis/5V2DfqfuGQrNKYrF6jIDh6,0.09005134,0.75,Can't Get Away from a Good Time: Logan Mize ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,1,0,0,0,0.42200000000000004,0.9,-3.801,0.0599,0.14400000000000002,0.0,0.40399999999999997,0.746,169.919,256293,4
90,0.413362303,0.820749188,0.9417971620000001,1,0.034033613,0.5813242670000001,0.0,0.113356949,0.88730911,0.8102561159999999,audio_features,6vGJAqNKJF6TiFpVoXKUBz,spotify:track:6vGJAqNKJF6TiFpVoXKUBz,https://api.spotify.com/v1/tracks/6vGJAqNKJF6TiFpVoXKUBz,https://api.spotify.com/v1/audio-analysis/6vGJAqNKJF6TiFpVoXKUBz,0.05963649099999999,0.75,Home: Dolly Parton ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,0,0,1,0.44,0.816,-3.949,0.0473,0.579,0.0,0.13,0.863,179.894,202560,4
92,0.48288973399999996,0.511591888,0.874661061,1,0.020448179,0.442769708,0.0,0.118566368,0.25118483399999997,0.180593232,audio_features,6P21oFrn1SvxjPL4yB1pxR,spotify:track:6P21oFrn1SvxjPL4yB1pxR,https://api.spotify.com/v1/tracks/6P21oFrn1SvxjPL4yB1pxR,https://api.spotify.com/v1/audio-analysis/6P21oFrn1SvxjPL4yB1pxR,0.060464603,0.75,Say You Will: Billy Gilman ,Top 100 Country Tracks on Spotify,Country,0,0,0,1,0,0,0,0,0,0,0,0,0.504,0.509,-7.143,0.0376,0.441,0.0,0.135,0.259,81.013,204023,4
94,0.521998914,0.83686162,0.9181502890000001,1,0.018487395,0.062447484000000004,0.0,0.119608252,0.34491837799999997,0.33957386100000003,audio_features,4w3BwrZJobWOEQ27pl1SpH,spotify:track:4w3BwrZJobWOEQ27pl1SpH,https://api.spotify.com/v1/tracks/4w3BwrZJobWOEQ27pl1SpH,https://api.spotify.com/v1/audio-analysis/4w3BwrZJobWOEQ27pl1SpH,0.044813689000000004,0.75,All The Way: David Nail ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,1,0,0,0,0,0,0,0.54,0.8320000000000001,-5.074,0.0362,0.0622,0.0,0.136,0.348,105.979,176373,4
96,0.47854426899999997,0.71803243,0.903878087,1,0.018347339,0.47590232,0.0,0.077307772,0.292259084,0.606611139,audio_features,5bM4WLcHDLVmvQ7RqVeqY1,spotify:track:5bM4WLcHDLVmvQ7RqVeqY1,https://api.spotify.com/v1/tracks/5bM4WLcHDLVmvQ7RqVeqY1,https://api.spotify.com/v1/audio-analysis/5bM4WLcHDLVmvQ7RqVeqY1,0.068693078,0.75,Us Again: Chuck Wicks ,Top 100 Country Tracks on Spotify,Country,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.7140000000000001,-5.752999999999999,0.0361,0.474,0.0,0.0954,0.298,147.914,218560,4
98,0.686040196,0.33737621100000004,0.7968891220000001,1,0.022689076000000002,0.351404021,0.000696538,0.101896228,0.624012638,0.530451228,audio_features,6hr4weuSidHy2LNMw8UVJ2,spotify:track:6hr4weuSidHy2LNMw8UVJ2,https://api.spotify.com/v1/tracks/6hr4weuSidHy2LNMw8UVJ2,https://api.spotify.com/v1/audio-analysis/6hr4weuSidHy2LNMw8UVJ2,0.057568759000000004,0.75,Like A Wrecking Ball: Eric Church ,Top 100 Country Tracks on Spotify,Country,1,0,0,0,0,0,0,0,0,0,0,0,0.691,0.336,-10.843,0.0392,0.35,0.000684,0.11900000000000001,0.613,135.954,198907,4
100,0.5046170560000001,0.58913297,0.910646348,1,0.0044817929999999995,0.357428132,0.0,0.10397999599999999,0.278567667,0.309230887,audio_features,0AdjJ2SaOeb5bPJ67nDbsW,spotify:track:0AdjJ2SaOeb5bPJ67nDbsW,https://api.spotify.com/v1/tracks/0AdjJ2SaOeb5bPJ67nDbsW,https://api.spotify.com/v1/audio-analysis/0AdjJ2SaOeb5bPJ67nDbsW,0.088919266,0.75,From the Ground Up: Dan + Shay ,Best of 2016:  Hot Country,Country,0,0,0,0,0,0,0,0,0,1,0,0,0.524,0.586,-5.431,0.0262,0.35600000000000004,0.0,0.121,0.285,101.214,254293,4
102,0.314502988,0.488430266,0.8727903309999999,1,0.008263305,0.6957823809999999,1.76e-06,0.10502188,0.14481306,0.30820565699999997,audio_features,3Rkk851fZjIsglV2jbBPDd,spotify:track:3Rkk851fZjIsglV2jbBPDd,https://api.spotify.com/v1/tracks/3Rkk851fZjIsglV2jbBPDd,https://api.spotify.com/v1/audio-analysis/3Rkk851fZjIsglV2jbBPDd,0.090655301,0.5,Humble And Kind: Tim McGraw ,Best of 2016:  Hot Country,Country,0,0,0,0,0,0,0,0,0,0,0,1,0.349,0.486,-7.232,0.0289,0.693,1.73e-06,0.122,0.158,101.053,257360,3
104,0.6002172729999999,0.47030378,0.886137677,1,0.011764706000000002,0.168672646,0.0,0.094603042,0.152185361,0.5945885710000001,audio_features,0xwPzLmBAYro8BUz7MrtAo,spotify:track:0xwPzLmBAYro8BUz7MrtAo,https://api.spotify.com/v1/tracks/0xwPzLmBAYro8BUz7MrtAo,https://api.spotify.com/v1/audio-analysis/0xwPzLmBAYro8BUz7MrtAo,0.072730617,0.75,Make You Miss Me: Sam Hunt ,Best of 2016:  Hot Country,Country,0,0,0,0,0,0,0,1,0,0,0,0,0.612,0.46799999999999997,-6.597,0.0314,0.168,0.0,0.11199999999999999,0.165,146.026,225693,4
106,0.533948941,0.729109728,0.898581188,1,0.015406162,0.127507885,0.0,0.075328193,0.583991575,0.518307671,audio_features,2CepJuGl02QWDxRPc7gs0b,spotify:track:2CepJuGl02QWDxRPc7gs0b,https://api.spotify.com/v1/tracks/2CepJuGl02QWDxRPc7gs0b,https://api.spotify.com/v1/audio-analysis/2CepJuGl02QWDxRPc7gs0b,0.067749495,0.75,Yours: Russell Dickerson ,Best of 2016:  Hot Country,Country,0,0,0,0,0,0,0,0,0,0,0,1,0.551,0.725,-6.005,0.034,0.127,0.0,0.0935,0.575,134.047,216893,4
108,0.544812602,0.911381621,0.91661587,0,0.03837535,0.011443341999999999,1.46e-06,0.15815795,0.43233280700000004,0.390580624,audio_features,6yop3isbCrce4maIoUdH0F,spotify:track:6yop3isbCrce4maIoUdH0F,https://api.spotify.com/v1/tracks/6yop3isbCrce4maIoUdH0F,https://api.spotify.com/v1/audio-analysis/6yop3isbCrce4maIoUdH0F,0.07146156299999999,0.75,Wasn't That Drunk (W/ Carly Pearce) [Act 2]: Josh Abbott Band Carly Pearce ,Best of 2016:  Hot Country,Country,1,0,0,0,0,0,0,0,0,0,0,0,0.561,0.9059999999999999,-5.147,0.0504,0.0114,1.43e-06,0.17300000000000001,0.431,113.98899999999999,223451,4
110,0.583921782,0.828805404,0.902806096,1,0.028431373,0.045579972,1.77e-06,0.102938112,0.647182728,0.371839937,audio_features,20RSgpo3WNIz3IYQ8bmEiu,spotify:track:20RSgpo3WNIz3IYQ8bmEiu,https://api.spotify.com/v1/tracks/20RSgpo3WNIz3IYQ8bmEiu,https://api.spotify.com/v1/audio-analysis/20RSgpo3WNIz3IYQ8bmEiu,0.071832883,0.75,Long Live Tonight: LANCO ,Best of 2016:  Hot Country,Country,0,0,0,0,0,0,0,0,0,0,0,1,0.597,0.8240000000000001,-5.803999999999999,0.0433,0.0454,1.74e-06,0.12,0.635,111.046,224107,4
112,0.652362846,0.384706482,0.8277036259999999,1,0.010364146,0.382528595,0.0,0.101896228,0.37967351200000005,0.193857538,audio_features,5kNe7PE09d6Kvw5pAsx23n,spotify:track:5kNe7PE09d6Kvw5pAsx23n,https://api.spotify.com/v1/tracks/5kNe7PE09d6Kvw5pAsx23n,https://api.spotify.com/v1/audio-analysis/5kNe7PE09d6Kvw5pAsx23n,0.073712125,0.75,Die A Happy Man: Thomas Rhett ,Best of 2016:  Hot Country,Country,0,0,1,0,0,0,0,0,0,0,0,0,0.66,0.38299999999999995,-9.377,0.0304,0.381,0.0,0.11900000000000001,0.381,83.096,227427,4
114,0.621944595,0.611287565,0.898749343,1,0.13725490199999998,0.589356415,0.0,0.082100438,0.695629279,0.644117984,audio_features,5VYEjZW3BEyLGTgUwrwCsm,spotify:track:5VYEjZW3BEyLGTgUwrwCsm,https://api.spotify.com/v1/tracks/5VYEjZW3BEyLGTgUwrwCsm,https://api.spotify.com/v1/audio-analysis/5VYEjZW3BEyLGTgUwrwCsm,0.052587637,0.75,Peter Pan: Kelsea Ballerini ,Best of 2016:  Hot Country,Country,0,1,0,0,0,0,0,0,0,0,0,0,0.632,0.608,-5.997000000000001,0.121,0.5870000000000001,0.0,0.1,0.6809999999999999,153.804,190107,4
116,0.586094514,0.79960162,0.930846033,0,0.010084034,0.16666460800000002,4.31e-06,0.21129402,0.574512902,0.530553115,audio_features,21ERipllp1AG7ux7nQZxHp,spotify:track:21ERipllp1AG7ux7nQZxHp,https://api.spotify.com/v1/tracks/21ERipllp1AG7ux7nQZxHp,https://api.spotify.com/v1/audio-analysis/21ERipllp1AG7ux7nQZxHp,0.098655097,0.75,Rebound: Drew Baldridge ,Best of 2016:  Hot Country,Country,0,0,0,0,0,0,0,0,0,0,0,1,0.599,0.795,-4.47,0.0302,0.166,4.23e-06,0.22399999999999998,0.5660000000000001,135.97,271493,4
118,0.401412276,0.325291887,0.8614608509999999,1,0.007983193000000001,0.503010821,0.0,0.06084601,0.130068457,0.620505865,audio_features,2JO7hWJoFVNA9NgI6o9pnA,spotify:track:2JO7hWJoFVNA9NgI6o9pnA,https://api.spotify.com/v1/tracks/2JO7hWJoFVNA9NgI6o9pnA,https://api.spotify.com/v1/audio-analysis/2JO7hWJoFVNA9NgI6o9pnA,0.10170433599999999,0.5,The Driver: Charles Kelley Dierks Bentley Eric Paslay ,Best of 2016:  Hot Country,Country,0,0,0,0,0,0,0,1,0,0,0,0,0.429,0.324,-7.771,0.0287,0.501,0.0,0.0796,0.14400000000000002,150.096,276880,3
120,0.435089625,0.8388756740000001,0.924981608,1,0.045238095,0.119475737,9.29e-06,0.24046676399999997,0.283833597,0.664342388,audio_features,3CrC2btR9JDQ4EUMGNa8Nm,spotify:track:3CrC2btR9JDQ4EUMGNa8Nm,https://api.spotify.com/v1/tracks/3CrC2btR9JDQ4EUMGNa8Nm,https://api.spotify.com/v1/audio-analysis/3CrC2btR9JDQ4EUMGNa8Nm,0.08724379800000001,0.75,Til Tomorrow: Walker McGuire ,Best of 2016:  Hot Country,Country,1,0,0,0,0,0,0,0,0,0,0,0,0.46,0.8340000000000001,-4.749,0.0553,0.11900000000000001,9.12e-06,0.252,0.29,156.98,251333,4
122,0.570885388,0.658617835,0.8534734629999999,1,0.135854342,0.17871283100000002,0.0,0.065638675,0.582938389,0.683318687,audio_features,5fSPbm5lcwtqwXkeQQswW8,spotify:track:5fSPbm5lcwtqwXkeQQswW8,https://api.spotify.com/v1/tracks/5fSPbm5lcwtqwXkeQQswW8,https://api.spotify.com/v1/audio-analysis/5fSPbm5lcwtqwXkeQQswW8,0.046497082,0.75,Record Year: Eric Church ,Best of 2016:  Hot Country,Country,0,0,0,0,0,1,0,0,0,0,0,0,0.585,0.655,-8.151,0.12,0.17800000000000002,0.0,0.0842,0.574,159.96,179347,4
124,0.352525801,0.8066508090000001,0.88603258,1,0.027871148,0.049596046,0.0,0.31756616,0.582938389,0.488747946,audio_features,79dlQxvdsCDApoM8XChkpy,spotify:track:79dlQxvdsCDApoM8XChkpy,https://api.spotify.com/v1/tracks/79dlQxvdsCDApoM8XChkpy,https://api.spotify.com/v1/audio-analysis/79dlQxvdsCDApoM8XChkpy,0.12568165,0.75,Mr. Misunderstood: Eric Church ,Best of 2016:  Hot Country,Country,0,0,0,0,0,0,0,1,0,0,0,0,0.384,0.802,-6.602,0.0429,0.0494,0.0,0.326,0.574,129.405,319240,4
126,0.539380771,0.8781497290000001,0.918528639,1,0.016526611,0.101403403,0.000133401,0.161283601,0.483938915,0.333250551,audio_features,6IFPfV8PNSYOmufzQ95hmm,spotify:track:6IFPfV8PNSYOmufzQ95hmm,https://api.spotify.com/v1/tracks/6IFPfV8PNSYOmufzQ95hmm,https://api.spotify.com/v1/audio-analysis/6IFPfV8PNSYOmufzQ95hmm,0.052889334,0.75,Confession: Florida Georgia Line ,Best of 2016:  Hot Country,Country,0,1,0,0,0,0,0,0,0,0,0,0,0.556,0.873,-5.056,0.0348,0.10099999999999999,0.000131,0.17600000000000002,0.48,104.986,190640,4
128,0.42313959799999995,0.63646324,0.8794114559999999,1,0.13725490199999998,0.100399385,0.0,0.291519066,0.5523959979999999,0.335555725,audio_features,6Sky6VWGUEb1zRARXKSkAQ,spotify:track:6Sky6VWGUEb1zRARXKSkAQ,https://api.spotify.com/v1/tracks/6Sky6VWGUEb1zRARXKSkAQ,https://api.spotify.com/v1/audio-analysis/6Sky6VWGUEb1zRARXKSkAQ,0.132413524,0.75,Drink You Away: Justin Timberlake ,Best of 2016:  Hot Country,Country,0,0,1,0,0,0,0,0,0,0,0,0,0.449,0.633,-6.917000000000001,0.121,0.1,0.0,0.301,0.545,105.348,331133,4
130,0.615426399,0.835854593,0.905202312,1,0.035154062,0.063049895,0.0,0.061158575,0.298578199,0.301557585,audio_features,13wYXGimJ5fANFu0y2pqG1,spotify:track:13wYXGimJ5fANFu0y2pqG1,https://api.spotify.com/v1/tracks/13wYXGimJ5fANFu0y2pqG1,https://api.spotify.com/v1/audio-analysis/13wYXGimJ5fANFu0y2pqG1,0.07733476,0.75,Wasted Time: Keith Urban ,Best of 2016:  Hot Country,Country,0,0,0,0,0,0,0,1,0,0,0,0,0.626,0.831,-5.69,0.0481,0.0628,0.0,0.0799,0.304,100.009,233827,4
132,0.455730581,0.645526484,0.904424593,1,0.010084034,0.027005629,0.0,0.08730985599999999,0.370194839,0.670716642,audio_features,5ivRDMSBTbuFyX8mOegeUS,spotify:track:5ivRDMSBTbuFyX8mOegeUS,https://api.spotify.com/v1/tracks/5ivRDMSBTbuFyX8mOegeUS,https://api.spotify.com/v1/audio-analysis/5ivRDMSBTbuFyX8mOegeUS,0.069765717,0.75,Carolina Can: Chase Rice ,Best of 2016:  Hot Country,Country,0,0,0,0,0,0,0,0,0,0,0,1,0.479,0.642,-5.727,0.0302,0.0269,0.0,0.105,0.37200000000000005,157.981,220455,4
134,0.498098859,0.6898356729999999,0.921576458,1,0.01162465,0.11445564400000001,0.0,0.09668681,0.33017377600000003,0.582101147,audio_features,1XazlqB4YAtvouCmJPWXlM,spotify:track:1XazlqB4YAtvouCmJPWXlM,https://api.spotify.com/v1/tracks/1XazlqB4YAtvouCmJPWXlM,https://api.spotify.com/v1/audio-analysis/1XazlqB4YAtvouCmJPWXlM,0.078693248,0.75,Wanna Be That Song: Brett Eldredge ,Best of 2016:  Hot Country,Country,0,0,0,0,0,0,0,0,0,1,0,0,0.518,0.6859999999999999,-4.9110000000000005,0.0313,0.114,0.0,0.114,0.33399999999999996,144.065,236227,4
136,0.6534492120000001,0.78953135,0.906610615,1,0.019467787,0.446785782,0.00027087599999999997,0.066888935,0.369141654,0.250397993,audio_features,5HJId22hZ2IvFnvNSy6ZbE,spotify:track:5HJId22hZ2IvFnvNSy6ZbE,https://api.spotify.com/v1/tracks/5HJId22hZ2IvFnvNSy6ZbE,https://api.spotify.com/v1/audio-analysis/5HJId22hZ2IvFnvNSy6ZbE,0.047070477,0.75,Different For Girls: Dierks Bentley Elle King ,Best of 2016:  Hot Country,Country,0,0,0,0,1,0,0,0,0,0,0,0,0.6609999999999999,0.785,-5.622999999999999,0.0369,0.445,0.000266,0.0854,0.371,91.975,180360,4
138,0.5480716999999999,0.7784540520000001,0.928575933,1,0.037535014,0.029415273,0.0,0.08314232099999999,0.530279094,0.6576561089999999,audio_features,2G8wgWPWuwyVbSKKzdwQ7e,spotify:track:2G8wgWPWuwyVbSKKzdwQ7e,https://api.spotify.com/v1/tracks/2G8wgWPWuwyVbSKKzdwQ7e,https://api.spotify.com/v1/audio-analysis/2G8wgWPWuwyVbSKKzdwQ7e,0.06595346,0.75,Rock On: Tucker Beathard ,Best of 2016:  Hot Country,Country,0,0,1,0,0,0,0,0,0,0,0,0,0.564,0.774,-4.578,0.0498,0.0293,0.0,0.10099999999999999,0.524,155.93,213720,4
140,0.52851711,0.80967189,0.935449291,1,0.016526611,0.125499848,9.44e-06,0.132110856,0.38599262799999995,0.155223576,audio_features,0dbzWSYpMcRtwjI1S7Pkql,spotify:track:0dbzWSYpMcRtwjI1S7Pkql,https://api.spotify.com/v1/tracks/0dbzWSYpMcRtwjI1S7Pkql,https://api.spotify.com/v1/audio-analysis/0dbzWSYpMcRtwjI1S7Pkql,0.102685278,0.75,"Huntin', Fishin' And Lovin' Every Day: Luke Bryan ",Best of 2016:  Hot Country,Country,1,0,0,0,0,0,0,0,0,0,0,0,0.546,0.805,-4.251,0.0348,0.125,9.27e-06,0.14800000000000002,0.387,77.029,278613,4
142,0.510048886,0.807657836,0.911739359,1,0.022268907999999997,0.200801239,0.0,0.07105647,0.319641917,0.282670436,audio_features,2TbPBxkTqPh3s0jKsm05wI,spotify:track:2TbPBxkTqPh3s0jKsm05wI,https://api.spotify.com/v1/tracks/2TbPBxkTqPh3s0jKsm05wI,https://api.spotify.com/v1/audio-analysis/2TbPBxkTqPh3s0jKsm05wI,0.067017609,0.75,Thereâ€™s A Girl: Trent Harmon ,Best of 2016:  Hot Country,Country,0,0,0,0,0,0,0,1,0,0,0,0,0.529,0.8029999999999999,-5.379,0.0389,0.2,0.0,0.0894,0.324,97.04299999999999,215600,4
144,0.556762629,0.8459248640000001,0.961996847,1,0.053081232,0.011543743,0.0,0.08314232099999999,0.616640337,0.536971943,audio_features,6LcPSBPSYRTMG7brqZQ7aq,spotify:track:6LcPSBPSYRTMG7brqZQ7aq,https://api.spotify.com/v1/tracks/6LcPSBPSYRTMG7brqZQ7aq,https://api.spotify.com/v1/audio-analysis/6LcPSBPSYRTMG7brqZQ7aq,0.070429112,0.75,Everybody We Know Does: Chase Rice ,Best of 2016:  Hot Country,Country,1,0,0,0,0,0,0,0,0,0,0,0,0.5720000000000001,0.841,-2.988,0.0609,0.0115,0.0,0.10099999999999999,0.606,136.97799999999998,221627,4
146,0.416621401,0.835854593,0.906967945,1,0.054061625,0.41566120700000003,0.0,0.190456345,0.597682991,0.824074428,audio_features,1jNNHFZmRGXZFHlil5uhei,spotify:track:1jNNHFZmRGXZFHlil5uhei,https://api.spotify.com/v1/tracks/1jNNHFZmRGXZFHlil5uhei,https://api.spotify.com/v1/audio-analysis/1jNNHFZmRGXZFHlil5uhei,0.043447843,0.75,Drunk On Your Love: Brett Eldredge ,Best of 2016:  Hot Country,Country,0,0,0,0,0,0,0,0,0,0,0,1,0.44299999999999995,0.831,-5.606,0.0616,0.414,0.0,0.204,0.588,182.06400000000002,173960,4
148,0.551330798,0.567985402,0.861271676,1,0.02745098,0.119475737,9.340000000000001e-05,0.36132527600000003,0.263823065,0.51565863,audio_features,63lHuquEopEUiwPy6VLxlb,spotify:track:63lHuquEopEUiwPy6VLxlb,https://api.spotify.com/v1/tracks/63lHuquEopEUiwPy6VLxlb,https://api.spotify.com/v1/audio-analysis/63lHuquEopEUiwPy6VLxlb,0.080661357,0.75,Vice: Miranda Lambert ,Best of 2016:  Hot Country,Country,0,0,0,0,0,0,0,0,0,1,0,0,0.5670000000000001,0.565,-7.78,0.0426,0.11900000000000001,9.17e-05,0.368,0.271,133.631,239704,4
150,0.85225421,0.627399997,0.920420389,0,0.177871148,0.039555861,0.0,0.084184205,0.484992101,0.448152676,audio_features,4eBZa8VdSifu7J6afGAvcu,spotify:track:4eBZa8VdSifu7J6afGAvcu,https://api.spotify.com/v1/tracks/4eBZa8VdSifu7J6afGAvcu,https://api.spotify.com/v1/audio-analysis/4eBZa8VdSifu7J6afGAvcu,0.12093430000000001,0.75,All Day: Kanye West Theophilus London Allan Kingdom Paul McCartney ,Top 100 Hip-Hop Tracks on Spotify,HipHop,0,0,0,0,0,0,0,0,0,1,0,0,0.8440000000000001,0.624,-4.966,0.15,0.0394,0.0,0.102,0.48100000000000004,123.03,310853,4
152,0.6501901139999999,0.597189186,0.8955333679999999,1,0.24929972,0.509034932,0.088696538,0.050843926,0.611374408,0.24453317,audio_features,57t22JXPf4lhJEEFtphjym,spotify:track:57t22JXPf4lhJEEFtphjym,https://api.spotify.com/v1/tracks/57t22JXPf4lhJEEFtphjym,https://api.spotify.com/v1/audio-analysis/57t22JXPf4lhJEEFtphjym,0.088247947,0.75,Grief: Earl Sweatshirt ,Top 100 Hip-Hop Tracks on Spotify,HipHop,0,0,0,0,0,0,0,0,1,0,0,0,0.6579999999999999,0.594,-6.15,0.201,0.507,0.0871,0.07,0.601,91.054,253107,4
154,0.834872352,0.489437293,0.895701524,0,0.015826331000000003,0.24799011,1.89e-05,0.119608252,0.77988415,0.206153925,audio_features,7gDwRzJhLs0fFHaGtMDJVM,spotify:track:7gDwRzJhLs0fFHaGtMDJVM,https://api.spotify.com/v1/tracks/7gDwRzJhLs0fFHaGtMDJVM,https://api.spotify.com/v1/audio-analysis/7gDwRzJhLs0fFHaGtMDJVM,0.10356093699999999,0.75,Baby Blue (feat. Chance the Rapper): Action Bronson Chance The Rapper ,Top 100 Hip-Hop Tracks on Spotify,HipHop,0,0,0,0,0,0,1,0,0,0,0,0,0.828,0.48700000000000004,-6.142,0.0343,0.247,1.86e-05,0.136,0.7609999999999999,85.027,280160,4
156,0.7827267790000001,0.584097835,0.87775092,0,0.20588235300000002,0.004987502,0.0,0.201917066,0.708267509,0.319776105,audio_features,4pkZ5gasUzIcPHx6v7pmes,spotify:track:4pkZ5gasUzIcPHx6v7pmes,https://api.spotify.com/v1/tracks/4pkZ5gasUzIcPHx6v7pmes,https://api.spotify.com/v1/audio-analysis/4pkZ5gasUzIcPHx6v7pmes,0.06887421,0.75,Hotel: Kid Ink Chris Brown ,Top 100 Hip-Hop Tracks on Spotify,HipHop,0,0,0,0,0,0,0,0,0,0,1,0,0.78,0.581,-6.996,0.17,0.0049700000000000005,0.0,0.215,0.693,102.87,218880,4
158,0.7664312870000001,0.588125943,0.836426695,0,0.46358543399999996,0.2690745,0.0,0.123775787,0.120589784,0.421725952,audio_features,55WmlMMbSefG8PPVXCiVF0,spotify:track:55WmlMMbSefG8PPVXCiVF0,https://api.spotify.com/v1/tracks/55WmlMMbSefG8PPVXCiVF0,https://api.spotify.com/v1/audio-analysis/55WmlMMbSefG8PPVXCiVF0,0.087696627,0.75,Blessings: Big Sean Drake ,Top 100 Hip-Hop Tracks on Spotify,HipHop,0,0,0,0,0,0,0,0,0,0,1,0,0.765,0.585,-8.962,0.354,0.268,0.0,0.14,0.135,118.88,252133,4
160,0.6491037479999999,0.831826485,0.9399684709999999,1,0.070588235,0.0007043589999999999,0.005437882,0.045634507000000005,0.705107952,0.5937161710000001,audio_features,6N9ZOtguCnnrvwH7zD82WJ,spotify:track:6N9ZOtguCnnrvwH7zD82WJ,https://api.spotify.com/v1/tracks/6N9ZOtguCnnrvwH7zD82WJ,https://api.spotify.com/v1/audio-analysis/6N9ZOtguCnnrvwH7zD82WJ,0.052632354000000006,0.75,GDFR (feat. Sage The Gemini & Lookas): Flo Rida Sage The Gemini Lookas ,Top 100 Hip-Hop Tracks on Spotify,HipHop,0,0,0,0,0,1,0,0,0,0,0,0,0.657,0.8270000000000001,-4.0360000000000005,0.0734,0.000704,0.00534,0.065,0.69,145.889,190186,4
